Review_title,Date,Body,Star_rating,Comments
Super smart watch is good 👍,Reviewed in India 🇮🇳 on 13 September 2022,The media could not be loaded.,5,
Cheap price great features,Reviewed in India 🇮🇳 on 3 August 2022,This smart watch offers  Superb features at quite reasonable price moreover design seems to so premium which gives pretty looks not only this calling feature quality is really good as well.,5,
Quality product,Reviewed in India 🇮🇳 on 11 August 2022,"Osm display with attractive facility, good clarity of Bluetooth call, mast battery backup.Uinterface is user friendly....Personally i love this product...",5,
Amazing Features at this price,Reviewed in India 🇮🇳 on 28 July 2022,"This smartwatch is really amazing and its features are unbelievable at this cost. I personally like the design and calling feature which comes very handy when you are driving a vehicle. Best smartwatch, I will recommend it to all.",5,
Very smmoth and complete in all aspects,Reviewed in India 🇮🇳 on 31 July 2022,"I liked the a accuracy and the smoothness of the watch, it has good battery life and is really a smart watch i was looking for. A ggod package in nice price",5,
Nice watch,Reviewed in India 🇮🇳 on 30 August 2022,Connectivity,2,
Excellent product and Long lasting battery life,Reviewed in India 🇮🇳 on 31 August 2022,Good features,5,
Amazing,Reviewed in India 🇮🇳 on 3 August 2022,Boat has done something that no other brand could do. Such a great watch at a greater price. Response rate is good and good display quality.,5,
Worth for money,Reviewed in India 🇮🇳 on 8 August 2022,"Nice watch,calling feature is good, speaker voice is loud like mobile loudspeaker, other features works well. I got it in Rs 1999, worth for money",5,
"Waste products, automatically disconnected",Reviewed in India 🇮🇳 on 14 October 2022,The media could not be loaded.,2,
Quality is not good,Reviewed in India 🇮🇳 on 18 October 2022,"Quality is not good, sensor is not accurate even it detects the non living items BPM, i found dead pixels in it and finishing is not good already scratches is there.",1,
Good Product. Worth the money.,Reviewed in India 🇮🇳 on 28 August 2022,For sports.,5,
Amazing watch,Reviewed in India 🇮🇳 on 13 August 2022,"Bluetooth calling, voice assistant and many more amazing features, really happy with the product in this price range.",5,
Good  but touch problem,Reviewed in India 🇮🇳 on 8 October 2022,"The media could not be loaded.
                



 Touch problem on this device",2,
Best,Reviewed in India 🇮🇳 on 28 July 2022,Good and perfectly measure heart rate and best option is that you can easily call with watch and you also use it as a speaker and easy to talk with this watch,5,
Highly inaccurate measurements,Reviewed in India 🇮🇳 on 16 August 2022,"Writing this review after using the product for over 2 weeks. Never expected such a poor experience from BoAt. It has all the necessary features and the look and feel are perfect. But the accuracy is completely waste. You can talk for 5kms and the watch will show 600mtrs. After doing yoga for over an hour with 25 Suryanamaskars among all it shows 37Cal burned. The bluetooth connectivity is very weak and keeps disconnecting while on call, so calling feature also becomes useless. At times when you are speaking on call the call automatically diverts to the watch speaker and entire office can hear you hear the call. Not sure if this piece is junk or all BoAt watches are. Highly frustrated. Using it as a non-smart watch without connecting to my phone.",1,
I loved it. Go for it.,Reviewed in India 🇮🇳 on 31 July 2022,"The media could not be loaded.
                



 I liked it very much. When it came I was so excited and then I tried all of the features and it worked very well..I tried BT calling feature and it worked so well. Go for it before you think",5,
Performance not good,Reviewed in India 🇮🇳 on 29 July 2022,Battery drain very fast only one day backup and BT connectivity automatically on off and calling feature hanged also...,2,
Mind-blowing,Reviewed in India 🇮🇳 on 16 August 2022,Lovely!Attractive look having nice features good sound quality and having calling features too,5,
Must buy,Reviewed in India 🇮🇳 on 24 August 2022,Worth a penny and decent buy,5,
Fine,Reviewed in India 🇮🇳 on 29 July 2022,"The media could not be loaded.
                



 I need to pair up with my device and once done. It get it automatically connected when blue tooth on. If use for calling then battery will be drained very fast. For general use and heat beat etc. it usually last 4 days.",5,
Bluetooth calling not work after 7 day's. Also battery end within 2 days,Reviewed in India 🇮🇳 on 12 August 2022,Bluetooth calling not work after 7 day's. Also battery end within 2 days,2,
Awesome 🤩,Reviewed in India 🇮🇳 on 29 July 2022,"Excellent watch I love it ,having calling feature and embedded with speaker and mic. We can do call, play music via watch, also watch notify us related to health as well.",5,
Awesome Product,Reviewed in India 🇮🇳 on 27 July 2022,The watch is very decent in design & looksFeature are also good bluetooth calling with big screen and dialpad with fast charging 700+ active mode's speakers are very goodHAPPY WITH THE PRODUCT!!!,5,
NYC,Reviewed in India 🇮🇳 on 9 August 2022,Really good quality watch ⌚... Awesome band... And built quality.... Good price really 🙂,5,
Worst product,Reviewed in India 🇮🇳 on 7 October 2022,Battery life ek dum ghatiya ha aur accuracy to bilkul sahi ni ha Bina watch pehne bhi ye heart rate detect kr leta ha air me hi..... waste of money don't buy this...,1,
Beautiful Watch,Reviewed in India 🇮🇳 on 27 July 2022,"Quality Product under price segment, Display quality is awesome decent design with matelic Frame. Calling feature is good with better microphone. Custom WatchFace looks pretty",5,
Beauty with the Beast,Reviewed in India 🇮🇳 on 17 August 2022,Best WatchAmazing build quality and feel,5,
Watch needs updat,Reviewed in India 🇮🇳 on 3 August 2022,"Unable to change watch faces, displays a particular face when changed.",2,
Worth updating for calling watch,Reviewed in India 🇮🇳 on 1 August 2022,"Like the product. Its slim than my previous watch and comfortable. Value for money in this price range, happy with this gadget.",5,
Good product,Reviewed in India 🇮🇳 on 20 August 2022,Batery drains fast,5,
Watch with guard or cover,Reviewed in India 🇮🇳 on 31 July 2022,No doubt watch is working good but 1 thing is not good. Boat company is not giving cover or guard with watch,5,
Worth buying,Reviewed in India 🇮🇳 on 31 July 2022,So much happy with my purchase. Very easy to operate. Battery life is too good. Very accurate reading. Look wise superb.,5,
Software problems,Reviewed in India 🇮🇳 on 11 October 2022,The problem is if watch gets disconnected with mobile nothing is saved on watch and next activity is not merged with previous activity. And the software is overwriting the fresh activity record.,1,
BT calling not support,Reviewed in India 🇮🇳 on 29 October 2022,I bought the watch 20 days ago initially it was working but BT calling is not supported,1,
Quality as not expected from BoAt,Reviewed in India 🇮🇳 on 12 August 2022,Call option Not good,2,
Amazing and useful watch,Reviewed in India 🇮🇳 on 29 July 2022,"I loved this watch, looking awesome on my hand and very useful for me as I'm a fitness enthusiast, wowww",5,
"Value for money, good quality, nice looks, accurate reading",Reviewed in India 🇮🇳 on 11 August 2022,"Value for money, good quality, nice looks, accurate reading",5,
Value for money.,Reviewed in India 🇮🇳 on 28 July 2022,"@1999 what you expect........Good built quality, Better display, BT calling at this price point this is enough. Don't expect much.",5,
Nice,Reviewed in India 🇮🇳 on 22 August 2022,Super,5,
Amzing,Reviewed in India 🇮🇳 on 20 August 2022,Nice,5,
Good,Reviewed in India 🇮🇳 on 28 July 2022,"Amazing and good quality , overall nice feature ,i really like it, calling function is fantastic ,worth of money and I am really happy",5,
Battery 2 days,Reviewed in India 🇮🇳 on 24 September 2022,"The media could not be loaded.
                



 Battery 🔋 only 2 days come",2,
Very good product,Reviewed in India 🇮🇳 on 19 August 2022,long life batterr,5,
Nice,Reviewed in India 🇮🇳 on 27 July 2022,"Nice watch with great features, battery backup is good, blutooth connectivity is good, calling facilities working so nice and overall value for money.",5,
Useful! At this price point,Reviewed in India 🇮🇳 on 19 August 2022,,5,
